" Nom de la classe d’actions"," Classe d’actifs","Devise","ISIN"," Date de valorisation","VL"," Evolution quotidienne en valeur"," Evolution quotidienne en %"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.10.2015"," 146,6200"," 1,5600"," 1,0754"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.10.2015"," 145,0600"," -0,5200"," -0,3572"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.10.2015"," 145,5800"," 0,6500"," 0,4485"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.10.2015"," 144,9300"," 1,2300"," 0,8559"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.10.2015"," 143,7000"," 3,7300"," 2,6649"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.10.2015"," 139,9700"," 0,2100"," 0,1503"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.10.2015"," 139,7600"," 1,0800"," 0,7788"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.09.2015"," 138,6800"," 1,6500"," 1,2041"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.09.2015"," 137,0300"," -2,8300"," -2,0235"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.09.2015"," 139,8600"," -1,8000"," -1,2706"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.09.2015"," 141,6600"," 1,3900"," 0,9909"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.09.2015"," 140,2700"," -1,0400"," -0,7360"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.09.2015"," 141,3100"," -0,3000"," -0,2118"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.09.2015"," 141,6100"," -2,2900"," -1,5914"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.09.2015"," 143,9000"," -1,1600"," -0,7997"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.09.2015"," 145,0600"," -0,8300"," -0,5689"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.09.2015"," 145,8900"," 0,9500"," 0,6554"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.09.2015"," 144,9400"," 2,1100"," 1,4773"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.09.2015"," 142,8300"," -0,5800"," -0,4044"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.09.2015"," 143,4100"," 0,0500"," 0,0349"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.09.2015"," 143,3600"," 0,4800"," 0,3359"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.09.2015"," 142,8800"," -2,5800"," -1,7737"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.09.2015"," 145,4600"," 2,6900"," 1,8841"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.09.2015"," 142,7700"," 2,2300"," 1,5867"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.09.2015"," 140,5400"," 0,5200"," 0,3714"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.09.2015"," 140,0200"," -2,9300"," -2,0497"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.09.2015"," 142,9500"," 1,3600"," 0,9605"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.09.2015"," 141,5900"," 1,0900"," 0,7758"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.09.2015"," 140,5000"," -3,7900"," -2,6267"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","31.08.2015"," 144,2900"," 0,3400"," 0,2362"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.08.2015"," 143,9500"," 0,2900"," 0,2019"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.08.2015"," 143,6600"," 2,0900"," 1,4763"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.08.2015"," 141,5700"," -1,7500"," -1,2210"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.08.2015"," 143,3200"," 3,9600"," 2,8416"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.08.2015"," 139,3600"," -7,8700"," -5,3454"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.08.2015"," 147,2300"," -2,8100"," -1,8728"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.08.2015"," 150,0400"," -1,2700"," -0,8393"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.08.2015"," 151,3100"," -0,6600"," -0,4343"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.08.2015"," 151,9700"," 0,3400"," 0,2242"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.08.2015"," 151,6300"," -0,4000"," -0,2631"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.08.2015"," 152,0300"," 0,4800"," 0,3167"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.08.2015"," 151,5500"," 0,2700"," 0,1785"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.08.2015"," 151,2800"," -1,3100"," -0,8585"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.08.2015"," 152,5900"," -1,1900"," -0,7738"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.08.2015"," 153,7800"," 0,5000"," 0,3262"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.08.2015"," 153,2800"," -1,5700"," -1,0139"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.08.2015"," 154,8500"," -0,4600"," -0,2962"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.08.2015"," 155,3100"," 1,5100"," 0,9818"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.08.2015"," 153,8000"," -0,6100"," -0,3951"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.08.2015"," 154,4100"," -0,1400"," -0,0906"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","31.07.2015"," 154,5500"," 0,3500"," 0,2270"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.07.2015"," 154,2000"," 0,6900"," 0,4495"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.07.2015"," 153,5100"," 0,8900"," 0,5831"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.07.2015"," 152,6200"," 0,3100"," 0,2035"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.07.2015"," 152,3100"," -2,1800"," -1,4111"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.07.2015"," 154,4900"," -0,6900"," -0,4446"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.07.2015"," 155,1800"," 0,1200"," 0,0774"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.07.2015"," 155,0600"," -0,4400"," -0,2830"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.07.2015"," 155,5000"," -0,1200"," -0,0771"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.07.2015"," 155,6200"," 0,9300"," 0,6012"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.07.2015"," 154,6900"," 0,7600"," 0,4937"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.07.2015"," 153,9300"," 0,4000"," 0,2605"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.07.2015"," 153,5300"," 0,9400"," 0,6160"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.07.2015"," 152,5900"," 0,5000"," 0,3288"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.07.2015"," 152,0900"," 0,7800"," 0,5155"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.07.2015"," 151,3100"," 1,9300"," 1,2920"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.07.2015"," 149,3800"," 0,7200"," 0,4843"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.07.2015"," 148,6600"," -1,3400"," -0,8933"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.07.2015"," 150,0000"," -0,5200"," -0,3455"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.07.2015"," 150,5200"," -2,0000"," -1,3113"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.07.2015"," 152,5200"," -0,2300"," -0,1506"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.07.2015"," 152,7500"," 0,4000"," 0,2626"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.07.2015"," 152,3500"," 0,3700"," 0,2435"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.06.2015"," 151,9800"," 0,0100"," 0,0066"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.06.2015"," 151,9700"," -2,1900"," -1,4206"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.06.2015"," 154,1600"," -0,8400"," -0,5419"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.06.2015"," 155,0000"," -0,6100"," -0,3920"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.06.2015"," 155,6100"," -0,1800"," -0,1155"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.06.2015"," 155,7900"," 0,3500"," 0,2252"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.06.2015"," 155,4400"," 0,9400"," 0,6084"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.06.2015"," 154,5000"," 1,5700"," 1,0266"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.06.2015"," 152,9300"," 0,4500"," 0,2951"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.06.2015"," 152,4800"," 0,4200"," 0,2762"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.06.2015"," 152,0600"," 0,1100"," 0,0724"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.06.2015"," 151,9500"," -1,4200"," -0,9259"
